symbol,platform,datetime,priceAverage,buyPrice,bNum,sellPrice,sNum,allInfo
eoseth,huobi,2018-01-29 13:21:51.306688,0.013769779999999999,0.01165067,21.63,0.01168,25.0,"{'bids': [[0.01165067, 21.63], [0.01162166, 132.0], [0.01162157, 132.0], [0.01162156, 112.17], [0.01162151, 108.0], [0.01162147, 112.17], [0.01162141, 113.43], [0.01162031, 185.77], [0.01161766, 40.0], [0.01161765, 20.0], [0.01161324, 401.62], [0.0116001, 74.0], [0.0116, 149.11], [0.0115734, 80.0], [0.01157, 35.0], [0.0115609, 20.0], [0.01156089, 6.83], [0.01155, 49.86], [0.0115215, 72.03], [0.01151112, 8.0], [0.0115001, 10.0], [0.01150001, 50.0], [0.0115, 713.17], [0.01145011, 5374.0], [0.01145, 200.0], [0.01142685, 0.95], [0.0114221, 2.0], [0.0114088, 462.0], [0.01140001, 1.0], [0.0114, 52.04], [0.01135, 13.03], [0.01131, 50.0], [0.0113052, 175.25], [0.01130457, 11.0], [0.01130001, 1.0], [0.0113, 7.99], [0.01129619, 2.0], [0.01128888, 81.0], [0.01128795, 200.0], [0.01126, 162.01], [0.01125677, 5374.0], [0.01120005, 2.16], [0.01120001, 1.0], [0.0112, 171.95], [0.011185, 47.55], [0.01110001, 2.0], [0.0111, 4.0], [0.01100002, 51.0], [0.01100001, 2.0], [0.011, 2543.71], [0.0109, 92.39], [0.01088, 3.54], [0.01081, 20.0], [0.0108, 19.74], [0.01077, 38.86], [0.01072345, 1305.54], [0.0107, 1.0], [0.01063017, 379.74], [0.0106, 4.82], [0.010569, 276.95], [0.01056666, 10.0], [0.0105, 243.97], [0.0104, 1.0], [0.01039999, 14.58], [0.01038885, 3.0], [0.01038, 1077.74], [0.010333, 100.0], [0.0103, 24.53], [0.01028327, 54.46], [0.01026666, 5.0], [0.010222, 100.0], [0.0102176, 1231.24], [0.0102, 1.0], [0.01019, 28.72], [0.01018906, 4.7], [0.01018327, 2.29], [0.01017388, 97.59], [0.01017182, 1.0], [0.01016, 8.91], [0.01011001, 3.0], [0.01010729, 8.37], [0.0101, 66.0], [0.01009871, 13.76], [0.01008888, 100.0], [0.01001104, 5.0], [0.01001, 6.08], [0.0100019, 16.0], [0.01, 10867.46], [0.0099999, 29.66], [0.009989, 13.91], [0.00998351, 8.47], [0.0099834, 148.99], [0.0099269, 0.44], [0.00989417, 9.0], [0.00988888, 11.35], [0.0098, 1000.0], [0.00979, 721.03], [0.00978776, 4.19], [0.009787, 30.0], [0.00977777, 30.62], [0.009765, 1000.0], [0.00976, 1000.0], [0.009755, 1273.33], [0.00975, 1000.0], [0.00974, 1000.0], [0.00973, 1000.0], [0.00972, 1000.0], [0.0097, 1038.03], [0.00969, 12.3], [0.00966267, 0.8], [0.0096, 490.86], [0.0095466, 16.02], [0.00954, 10.0], [0.0095394, 18.51], [0.00951, 50.0], [0.0095, 131.11], [0.00944, 12.63], [0.00941, 100.0], [0.0094, 19.95], [0.00938848, 0.26], [0.009362, 216.97], [0.00931, 100.0], [0.00926666, 10.0], [0.00921, 100.0], [0.0092, 141.42], [0.00915009, 38.31], [0.009126, 1.0], [0.00910571, 109.92], [0.0091, 722.0], [0.00906167, 1.0], [0.0090515, 0.16], [0.00901, 100.0], [0.009002, 20.0], [0.009, 829.93], [0.00888, 191.85], [0.008834, 103.7], [0.00881, 200.0], [0.0088, 490.19], [0.00876875, 19.51], [0.008761, 91.56], [0.00872001, 50.0], [0.0087, 25.0], [0.00866666, 10.0], [0.008629, 69.23], [0.0086, 3.0], [0.00853118, 19.27], [0.0085, 595.82], [0.00843206, 10.0], [0.00842002, 50.0], [0.0084, 20.0]], 'asks': [[0.01168, 25.0], [0.01168995, 114.21], [0.01169, 271.354000855432], [0.0117, 531.0], [0.01175, 291.91], [0.01175629, 31.59], [0.01176, 21.49], [0.01177681, 66.0], [0.0118097, 167.36631751864994], [0.0118197, 297.0542085670533], [0.01182, 447.42], [0.0118288, 200.0], [0.011829, 160.64], [0.0118649, 157.77], [0.011865, 738.15], [0.01189308, 74.0], [0.0119, 95.09], [0.01193407, 80.0], [0.01194202, 41.58], [0.0119888, 27.352092444614975], [0.012, 1055.7], [0.01205384, 568.0], [0.0121263, 100.0], [0.01213999, 100.0], [0.01214995, 100.0], [0.01215, 100.0], [0.01219, 100.0], [0.0122, 600.0], [0.01223, 133.0], [0.01225, 133.06], [0.01229995, 44.68], [0.0123, 150.0], [0.012345, 217.82], [0.01238896, 1.92], [0.01238898, 0.006620964760618], [0.0125, 1624.17], [0.0126, 148.02], [0.01261, 0.63], [0.0126939, 43.0], [0.0127, 666.0], [0.012759, 55.85], [0.01276, 8.25], [0.0128, 415.62], [0.012805, 101.28], [0.01282811, 222.0], [0.0129, 256.0], [0.01298276, 104.34], [0.01299999, 21.84], [0.013, 831.13], [0.0131, 237.74], [0.0132, 2.26], [0.0132602, 37.59], [0.0133001, 74.0], [0.0134, 46.53], [0.01342, 150.0], [0.01348, 20.01], [0.01349, 213.0], [0.0135, 675.48], [0.01350008, 15.0], [0.01357, 48.07], [0.0136, 219.12], [0.01360135, 428.56492886994903], [0.01361, 49.9], [0.01362, 147.0], [0.01365, 20.71], [0.013688, 760.63], [0.0137, 16.67], [0.01370685, 80.0], [0.013715, 9.98], [0.013716, 635.8738051641571], [0.01372, 42.03], [0.0137671, 1.84], [0.0138, 330.67], [0.013801, 6.98], [0.01381, 135.38], [0.01386, 199.5], [0.013866, 70.0], [0.01386818, 206.3], [0.013888, 0.55], [0.01389, 21.99], [0.0139, 4036.14], [0.0139203, 160.3], [0.01396, 23.67], [0.01396919, 49.32], [0.013977, 2000.0], [0.01399, 93.69], [0.01399999, 10.0], [0.014, 547.07], [0.014005, 8.19], [0.01406995, 562.2], [0.014177, 2000.0], [0.01419, 62.34], [0.0142, 20.0], [0.01421122, 2929.24], [0.01428688, 197.23], [0.014291, 77.09], [0.014377, 2000.0], [0.014497, 3000.0], [0.01449921, 2000.0], [0.0145, 361.32], [0.014568, 3.0], [0.014597, 2000.0], [0.0146, 497.0], [0.01467538, 10.83], [0.014697, 3000.0], [0.014699, 0.56], [0.0147001, 26.79], [0.01476014, 20.0], [0.0147705, 71.78], [0.01478596, 10.0], [0.014797, 2000.0], [0.0148, 145.33], [0.01482, 6749.02], [0.01487, 13.46], [0.0148776, 54.44], [0.01488888, 2.01], [0.01489, 100.6], [0.014897, 3000.0], [0.014899, 0.72], [0.01495, 19.23], [0.01495474, 919.12], [0.014982, 29.94], [0.01499, 10.0], [0.014997, 4712.303039594585], [0.01499999, 131.79], [0.015, 2492.35], [0.0150051, 292.79], [0.01507104, 20.0], [0.0151, 20.63], [0.0152, 79.98], [0.01522, 3000.0], [0.015222, 3825.364938374415], [0.01523542, 30.0], [0.015276, 7.0], [0.0153, 1.5], [0.015321, 34.59], [0.01533302, 3.54], [0.015377, 3000.0], [0.0155, 564.07], [0.01557, 8000.0], [0.0156, 1.05], [0.01566, 207.5], [0.01568253, 2.78], [0.01573795, 2.68], [0.01577, 8000.0], [0.015777, 20.0], [0.01579, 30.0], [0.0158, 122.7], [0.01588888, 54.74], [0.01588889, 5.0]], 'ts': 1517203310045, 'version': 1674598063}"
ltcbtc,okex,2018-01-29 13:06:42.479818,"('0.016213995000000002',)",0.01621399,93.52443873,0.016214,93.14714275,"{'asks': [[0.01632799, 0.042], [0.01632661, 99.999], [0.016326, 0.5], [0.01632599, 0.04199999], [0.016324, 2], [0.01632399, 0.04199999], [0.01632257, 2.5], [0.01632199, 0.042], [0.016321, 0.5], [0.01632, 0.05], [0.01631999, 0.042], [0.016319, 2], [0.01631799, 0.042], [0.016316, 0.5], [0.01631599, 0.04199999], [0.016314, 2], [0.01631399, 0.042], [0.01631199, 0.042], [0.01631142, 0.02], [0.016311, 0.53], [0.01631001, 0.73488872], [0.01630999, 0.042], [0.01630901, 0.12], [0.016309, 2], [0.01630799, 0.042], [0.01630735, 0.12], [0.01630663, 0.03], [0.01630603, 0.03], [0.01630602, 0.15], [0.016306, 0.5], [0.01630599, 0.042], [0.016304, 2], [0.01630399, 0.042], [0.01630199, 0.04199999], [0.01630107, 0.61530302], [0.016301, 0.53], [0.0163, 200], [0.01629999, 0.10199999], [0.01629901, 1.23160587], [0.016299, 2.38804833], [0.01629844, 0.03], [0.016298, 0.6163541], [0.01629799, 0.07199999], [0.01629798, 0.03], [0.01629721, 0.03], [0.016296, 0.53], [0.01629599, 0.042], [0.01629598, 0.03], [0.016294, 2], [0.01629399, 0.072], [0.01629329, 0.02], [0.01629298, 0.03], [0.01629201, 0.03], [0.01629199, 0.04199999], [0.01629197, 0.03], [0.01629196, 0.03], [0.01629177, 0.03], [0.01629104, 0.03], [0.016291, 0.5], [0.01629094, 0.15], [0.01629, 0.66635443], [0.01628999, 0.04199999], [0.01628996, 0.06], [0.016289, 3.92187875], [0.01628818, 0.03], [0.01628799, 0.04199999], [0.01628796, 0.12], [0.01628795, 0.15], [0.01628775, 0.03], [0.016286, 0.53], [0.01628599, 0.04199999], [0.01628401, 0.03], [0.016284, 2.99669956], [0.01628399, 0.042], [0.01628199, 0.04199999], [0.01628194, 0.03], [0.016281, 0.5], [0.01628, 200], [0.01627999, 0.04199999], [0.01627901, 0.61635443], [0.016279, 2.0961], [0.01627799, 0.042], [0.016276, 0.5], [0.01627599, 0.042], [0.0162757, 0.075], [0.01627519, 0.02], [0.016274, 2], [0.01627399, 0.04199999], [0.01627302, 0.091], [0.01627291, 0.03], [0.01627199, 0.042], [0.01627164, 0.03], [0.01627115, 0.093], [0.016271, 0.5], [0.01626999, 0.04199999], [0.01626906, 0.03], [0.016269, 2.03], [0.01626799, 0.04199999], [0.0162677, 0.0138967], [0.016266, 0.5], [0.01626599, 0.04199999], [0.01626589, 0.12], [0.01626588, 0.03], [0.016264, 2], [0.01626399, 0.042], [0.01626288, 0.03], [0.01626199, 0.042], [0.01626101, 0.12], [0.016261, 0.5], [0.01626087, 0.03], [0.01626086, 0.03], [0.01626004, 0.275], [0.01626, 200.05], [0.01625999, 0.042], [0.01625986, 0.03], [0.016259, 2], [0.01625799, 0.042], [0.01625785, 0.06], [0.01625758, 1.819], [0.01625722, 0.433], [0.01625711, 0.02], [0.01625703, 0.03], [0.01625617, 0.03], [0.016256, 0.5], [0.01625599, 0.04199999], [0.01625587, 0.03], [0.01625586, 0.03], [0.01625574, 1.809], [0.0162555, 1.162], [0.01625471, 0.109], [0.016254, 2.12], [0.01625399, 0.042], [0.01625199, 0.042], [0.01625175, 1.465], [0.01625124, 3.134], [0.01625116, 0.937], [0.016251, 0.5], [0.01625084, 0.03], [0.01625, 200], [0.01624999, 0.042], [0.016249, 2], [0.01624799, 0.042], [0.01624714, 0.03], [0.01624665, 2.106], [0.016246, 0.5], [0.01624599, 0.042], [0.01624583, 0.618], [0.01624463, 1.034], [0.01624416, 0.21], [0.01624401, 0.03], [0.016244, 2], [0.01624399, 0.04199999], [0.01624199, 0.042], [0.016241, 0.5], [0.01624005, 0.556], [0.01624, 98.82059655], [0.01623999, 0.072], [0.01623979, 0.03], [0.01623947, 1.2], [0.01623933, 6.368], [0.016239, 2], [0.01623897, 0.12], [0.01623896, 0.02], [0.01623873, 0.4], [0.01623863, 0.03], [0.01623799, 0.042], [0.016236, 0.5], [0.01623599, 0.04199999], [0.01623579, 0.03], [0.01623562, 0.03], [0.016234, 2], [0.01623399, 0.04199999], [0.01623397, 0.19188], [0.016232, 0.12], [0.01623199, 0.4521969], [0.01623178, 0.03], [0.016231, 0.71428465], [0.01623, 0.05], [0.01622999, 0.07199999], [0.01622967, 0.03], [0.01622902, 0.308], [0.016229, 2], [0.01622882, 0.03], [0.01622799, 0.04199999], [0.01622778, 0.12], [0.01622601, 0.154], [0.016226, 0.5], [0.01622599, 0.042], [0.016224, 2], [0.01622399, 0.19335889], [0.01622199, 0.04199999], [0.016221, 0.5], [0.01622092, 0.02], [0.01621999, 0.042], [0.016219, 2], [0.01621799, 0.04199999], [0.016216, 0.5], [0.01621599, 0.04199999], [0.01621448, 0.02], [0.016214, 93.14714275]], 'bids': [[0.01621399, 93.52443873], [0.01621199, 0.04199999], [0.01620999, 0.04199999], [0.01620901, 20.016], [0.016209, 2.03], [0.01620799, 0.04199999], [0.016206, 0.5], [0.01620599, 0.162], [0.016204, 2], [0.01620399, 0.04199999], [0.01620199, 0.04199999], [0.016201, 0.5], [0.01620045, 0.617], [0.0162, 1.77738335], [0.01619999, 0.04199999], [0.016199, 2.03], [0.01619899, 0.12], [0.01619799, 0.042], [0.016196, 0.5], [0.01619599, 0.042], [0.016194, 2], [0.01619399, 0.04199999], [0.01619199, 0.042], [0.01619189, 0.01], [0.016191, 0.5], [0.01619099, 0.12], [0.01618999, 0.04199999], [0.016189, 2], [0.01618799, 0.04199999], [0.01618797, 3.208], [0.01618671, 9.403], [0.016186, 0.5], [0.01618599, 0.162], [0.01618489, 0.02], [0.016184, 2.39016989], [0.01618399, 0.16199999], [0.01618383, 0.122], [0.01618382, 0.212], [0.01618199, 0.042], [0.016181, 0.6302604], [0.01618099, 0.12], [0.01617999, 0.90530199], [0.016179, 2], [0.01617799, 0.04199999], [0.0161779, 0.03], [0.01617789, 0.1], [0.01617705, 0.03], [0.01617704, 0.12], [0.01617658, 0.226], [0.016176, 0.64], [0.01617599, 0.04199999], [0.016174, 2], [0.01617399, 0.042], [0.01617207, 0.03], [0.01617206, 0.03], [0.01617174, 0.351], [0.016171, 0.5], [0.01617006, 0.06], [0.01616993, 0.03], [0.01616901, 3.8], [0.016169, 2], [0.01616799, 0.2773], [0.01616699, 0.02], [0.016166, 0.5], [0.01616599, 0.12], [0.01616597, 0.05], [0.01616401, 1.4], [0.016164, 2.12], [0.01616399, 0.12], [0.01616209, 0.12], [0.01616207, 0.143], [0.016161, 0.62], [0.0161608, 0.01], [0.0161602, 0.12], [0.01616, 0.05], [0.016159, 2], [0.01615809, 0.03], [0.01615753, 3.094], [0.0161573, 0.03], [0.01615712, 0.03], [0.01615711, 0.03], [0.01615709, 0.04], [0.01615705, 0.03], [0.01615612, 0.041], [0.016156, 0.5], [0.0161547, 0.168], [0.01615408, 0.03], [0.016154, 2], [0.01615382, 0.03], [0.0161534, 37.144], [0.01615228, 0.576], [0.01615212, 0.51], [0.01615211, 0.03], [0.0161518, 0.03], [0.016151, 0.5], [0.01615013, 0.03], [0.01614999, 0.03], [0.01614914, 0.03], [0.01614913, 0.03], [0.016149, 2], [0.01614813, 0.06], [0.01614715, 0.03], [0.01614714, 0.03], [0.01614701, 0.02], [0.016146, 0.5], [0.01614594, 0.03], [0.01614503, 3.096], [0.01614415, 0.06], [0.01614414, 0.03], [0.016144, 2], [0.01614332, 0.03], [0.01614295, 0.03], [0.01614217, 0.06], [0.01614216, 0.21], [0.01614215, 0.03], [0.01614181, 0.03], [0.016141, 0.5], [0.01614073, 0.03], [0.01614037, 0.06], [0.016139, 2], [0.01613843, 0.03], [0.01613802, 0.03], [0.01613624, 0.03], [0.01613622, 0.03], [0.01613617, 0.06], [0.01613616, 0.03], [0.016136, 0.5], [0.01613514, 0.03], [0.01613419, 0.03], [0.016134, 2], [0.01613399, 0.12], [0.0161339, 0.03], [0.01613224, 0.03], [0.01613221, 0.03], [0.01613219, 0.03], [0.016131, 0.5], [0.01613011, 0.03], [0.01613, 0.05], [0.01612999, 0.0576], [0.01612958, 0.03], [0.01612921, 0.03], [0.01612907, 0.02], [0.016129, 2], [0.01612824, 0.03], [0.01612802, 0.03], [0.01612726, 0.03], [0.01612721, 0.03], [0.0161272, 0.06], [0.01612719, 0.03], [0.01612625, 0.03], [0.01612613, 0.03], [0.016126, 0.53], [0.01612526, 0.03], [0.01612488, 0.03], [0.01612422, 0.27], [0.016124, 2], [0.01612224, 0.03], [0.01612102, 0.03], [0.016121, 0.5], [0.016119, 2], [0.01611723, 0.03], [0.016116, 0.5], [0.01611598, 0.1162], [0.01611404, 0.11], [0.016114, 2], [0.01611398, 0.12], [0.01611397, 0.01951974], [0.01611115, 0.02], [0.016111, 0.5], [0.01611099, 0.12], [0.01610998, 0.12], [0.016109, 2], [0.01610898, 0.12], [0.016106, 0.5], [0.01610599, 0.12], [0.016104, 2], [0.01610399, 0.12], [0.01610398, 0.12], [0.01610397, 0.12], [0.016101, 0.5], [0.0161, 0.05], [0.016099, 2], [0.01609899, 0.12], [0.016096, 0.5], [0.01609599, 0.1057], [0.01609598, 0.12], [0.01609404, 41.48891], [0.01609403, 28.99274327], [0.016094, 2], [0.01609397, 0.12], [0.01609324, 0.02], [0.01609101, 0.12], [0.016091, 0.62], [0.01609054, 0.03], [0.01608958, 0.03], [0.01608956, 0.03], [0.016089, 2], [0.01608759, 0.03], [0.016086, 0.5], [0.0160856, 0.03]]}"
intbtc,okex,2018-01-29 16:27:09.556526,6.12e-05,6.115e-05,10,6.125e-05,383.77611233,"{'asks': [[7.498e-05, 30], [7.494e-05, 19.10088], [7.493e-05, 1456], [7.492e-05, 43.94601], [7.489e-05, 1801], [7.488e-05, 1000], [7.483e-05, 1123], [7.477e-05, 1377], [7.472e-05, 1265], [7.47e-05, 4500], [7.467e-05, 24.2757], [7.463e-05, 1354], [7.452e-05, 1253], [7.45e-05, 28473.82912209], [7.444e-05, 41.85], [7.443e-05, 1343], [7.441e-05, 24.36561], [7.436e-05, 1369], [7.43e-05, 3000], [7.424e-05, 1424], [7.416e-05, 1260], [7.404e-05, 1400], [7.4e-05, 11129.1362966], [7.399e-05, 3476], [7.397e-05, 78.20172], [7.396e-05, 148.5513], [7.391e-05, 1321], [7.387e-05, 155.31453], [7.383e-05, 1458], [7.378e-05, 298], [7.377e-05, 1770], [7.369e-05, 1565], [7.365e-05, 311], [7.362e-05, 1368], [7.359e-05, 1257], [7.353e-05, 1367], [7.349e-05, 17.54842239], [7.347e-05, 1321], [7.342e-05, 1254], [7.34e-05, 82.13778], [7.338e-05, 1687], [7.333e-05, 1245], [7.329e-05, 1325], [7.321e-05, 1327], [7.319e-05, 1287], [7.314e-05, 1256], [7.31e-05, 10000], [7.309e-05, 1432], [7.304e-05, 1532], [7.3e-05, 10000], [7.299e-05, 1568], [7.298e-05, 23164.978], [7.292e-05, 1354], [7.289e-05, 1352], [7.287e-05, 1000], [7.284e-05, 1321], [7.28e-05, 1200], [7.279e-05, 1254], [7.274e-05, 1365], [7.269e-05, 500], [7.265e-05, 1243], [7.255e-05, 1564], [7.252e-05, 1265], [7.25e-05, 10000], [7.243e-05, 1567], [7.239e-05, 1345], [7.234e-05, 1564], [7.229e-05, 1254], [7.222e-05, 1889], [7.22e-05, 45786], [7.218e-05, 200], [7.217e-05, 1265], [7.213e-05, 1335], [7.211e-05, 9099.58606627], [7.21e-05, 47.12283], [7.209e-05, 1325], [7.203e-05, 1432], [7.202e-05, 1258], [7.2e-05, 12092.58684935], [7.199e-05, 1569], [7.195e-05, 12384.20731135], [7.193e-05, 1368], [7.19e-05, 1763.28110075], [7.189e-05, 1254], [7.181e-05, 1158], [7.178e-05, 1142], [7.172e-05, 1126], [7.169e-05, 1124], [7.163e-05, 1265], [7.158e-05, 1461.72387843], [7.152e-05, 1520], [7.15e-05, 65.89367312], [7.147e-05, 1758], [7.143e-05, 1137], [7.137e-05, 1211], [7.132e-05, 1254], [7.13e-05, 5004.92358069], [7.128e-05, 1250], [7.125e-05, 955.49710087], [7.123e-05, 1257], [7.115e-05, 1789], [7.109e-05, 1269], [7.103e-05, 1135], [7.1e-05, 64177.90377938], [7.099e-05, 9258], [7.096e-05, 564], [7.094e-05, 568], [7.092e-05, 675], [7.089e-05, 19.82549581], [7.08e-05, 31351.01694916], [7.079e-05, 5000], [7.076e-05, 234.09567], [7.074e-05, 20.41956], [7.07e-05, 313957.1897652], [7.057e-05, 446], [7.05e-05, 107563.74787637], [7.049e-05, 18879.45431306], [7.047e-05, 563], [7.03e-05, 5004.92358069], [7.002e-05, 25.89408], [7.001e-05, 546], [7e-05, 31628.63577073], [6.999e-05, 486], [6.995e-05, 3303.93076207], [6.993e-05, 476], [6.991e-05, 2200], [6.982e-05, 658], [6.978e-05, 547], [6.973e-05, 13353], [6.972e-05, 10000], [6.971e-05, 465], [6.963e-05, 682.82102864], [6.955e-05, 31.59837], [6.953e-05, 487], [6.95e-05, 96.36112222], [6.944e-05, 658], [6.932e-05, 657], [6.927e-05, 548], [6.915e-05, 576], [6.909e-05, 578], [6.901e-05, 487], [6.9e-05, 15831.2627604], [6.898e-05, 10458], [6.892e-05, 687], [6.887e-05, 548], [6.881e-05, 589], [6.874e-05, 568], [6.869e-05, 435], [6.862e-05, 548], [6.851e-05, 436], [6.845e-05, 1000], [6.844e-05, 547], [6.833e-05, 548], [6.826e-05, 548], [6.815e-05, 557], [6.806e-05, 548], [6.8e-05, 10890], [6.798e-05, 15000], [6.792e-05, 1081.18123955], [6.789e-05, 300], [6.72e-05, 8285.11390052], [6.719e-05, 1962.47185047], [6.715e-05, 7288.93303157], [6.713e-05, 5038.36546488], [6.711e-05, 4479.59659942], [6.7e-05, 42933.97168119], [6.699e-05, 1000], [6.698e-05, 1000], [6.696e-05, 998], [6.691e-05, 1022], [6.689e-05, 171.51001582], [6.688e-05, 1000], [6.685e-05, 898.68092745], [6.684e-05, 60.3774], [6.678e-05, 4860.86370498], [6.666e-05, 672], [6.65e-05, 1000], [6.64e-05, 571.74226822], [6.638e-05, 404.03523437], [6.605e-05, 123.496], [6.6e-05, 8213.91196043], [6.57e-05, 534.20478703], [6.55e-05, 1000], [6.54e-05, 467.79921598], [6.4e-05, 200], [6.384e-05, 64.1849], [6.325e-05, 63.6132], [6.316e-05, 229.73391869], [6.292e-05, 1750], [6.275e-05, 3202.07677291], [6.274e-05, 1288], [6.271e-05, 127.56139999], [6.269e-05, 5300], [6.268e-05, 4700], [6.267e-05, 2603], [6.2e-05, 4950], [6.199e-05, 1302], [6.193e-05, 365.6733934], [6.127e-05, 1020], [6.125e-05, 383.77611233]], 'bids': [[6.115e-05, 10], [6.099e-05, 586.02192926], [6.094e-05, 86.98031752], [6.041e-05, 39.47806654], [6.017e-05, 284.74257043], [5.907e-05, 500], [5.906e-05, 4539.93227226], [5.905e-05, 3004.5742591], [5.904e-05, 113.98746612], [5.902e-05, 169.43409013], [5.9e-05, 8835.28625324], [5.825e-05, 171.67381974], [5.823e-05, 128.26489842], [5.812e-05, 500], [5.811e-05, 29703.96351746], [5.81e-05, 1005.65920826], [5.806e-05, 500], [5.801e-05, 250], [5.8e-05, 10385.34327585], [5.798e-05, 160], [5.784e-05, 17.2891], [5.777e-05, 5571.18590964], [5.763e-05, 700], [5.75e-05, 170], [5.731e-05, 278.54894433], [5.729e-05, 174.72525746], [5.728e-05, 8695.33502094], [5.702e-05, 180], [5.7e-05, 16790.89839977], [5.654e-05, 190], [5.62e-05, 359.78843416], [5.61e-05, 754.24440619], [5.607e-05, 78.57822915], [5.606e-05, 200], [5.601e-05, 178.53954651], [5.6e-05, 12299.86576326], [5.585e-05, 122.84923903], [5.566e-05, 1000], [5.561e-05, 5324.46700233], [5.56e-05, 35971.22302158], [5.559e-05, 200], [5.538e-05, 4124.76724449], [5.515e-05, 29.2450553], [5.511e-05, 200], [5.506e-05, 90.81002543], [5.505e-05, 200], [5.5e-05, 11446.22574187], [5.48e-05, 182.48175182], [5.468e-05, 105.85936356], [5.463e-05, 200], [5.45e-05, 183.48623853], [5.416e-05, 83.08714918], [5.415e-05, 220], [5.404e-05, 786.5772786], [5.347e-05, 508.85244062], [5.346e-05, 2724.57856341], [5.326e-05, 500], [5.32e-05, 5135.74342105], [5.3e-05, 5980.30018867], [5.282e-05, 3771.27981825], [5.25e-05, 552.42647619], [5.201e-05, 10000], [5.2e-05, 300], [5.177e-05, 3000], [5.16e-05, 632.63565891], [5.15e-05, 100], [5.139e-05, 909], [5.12e-05, 66.3445593], [5.111e-05, 5614.23451287], [5.101e-05, 3481], [5.1e-05, 7847.63254901], [5.082e-05, 10.19126328], [5.08e-05, 521.6535433], [5.06e-05, 10.39347826], [5.013e-05, 3989.62696988], [5.011e-05, 5759.24007183], [5.009e-05, 1844.00159113], [5.007e-05, 100], [5.004e-05, 99.92006395], [5.003e-05, 6677.33764741], [5.001e-05, 32498.00039992], [5e-05, 6482.04321998], [4.992e-05, 1e-08], [4.991e-05, 4152.49278701], [4.9e-05, 3446.44177449], [4.889e-05, 552.44855798], [4.848e-05, 6412.46648102], [4.837e-05, 500], [4.803e-05, 2537.82955652], [4.8e-05, 300], [4.797e-05, 1122.03919116], [4.756e-05, 3268.2545206], [4.75e-05, 637.89473684], [4.748e-05, 205.66800547], [4.738e-05, 350], [4.7e-05, 4074.28], [4.692e-05, 3312.83439897], [4.686e-05, 208.52923602], [4.669e-05, 1946.83272649], [4.62e-05, 444.05937662], [4.6e-05, 2380.49173913], [4.593e-05, 100], [4.59e-05, 871.45969499], [4.57e-05, 2188.18380744], [4.56e-05, 1291.66666667], [4.524e-05, 159.62743147], [4.504e-05, 3671.55674955], [4.5e-05, 2545.3895977], [4.491e-05, 93.05544422], [4.49e-05, 1500], [4.44e-05, 113.66779279], [4.4e-05, 6016.02272727], [4.3e-05, 100], [4.271e-05, 3500], [4.26e-05, 50], [4.25e-05, 151.20423529], [4.232e-05, 500], [4.223e-05, 4735.9696898], [4.2e-05, 32758.90058948], [4.155e-05, 978.89482551], [4.152e-05, 18870.8015474], [4.1e-05, 8568.61780799], [4.09e-05, 438.87530562], [4.057e-05, 2406.62903623], [4.006e-05, 3589.54863704], [4e-05, 23491.31449998], [3.975e-05, 200], [3.9e-05, 3713.57307692], [3.833e-05, 100], [3.8e-05, 1311.97], [3.793e-05, 267.95913524], [3.735e-05, 300], [3.701e-05, 1662.62189637], [3.7e-05, 18.2], [3.633e-05, 100], [3.604e-05, 120.12487512], [3.598e-05, 1389.467834], [3.56e-05, 100], [3.55e-05, 65.57169014], [3.502e-05, 400], [3.5e-05, 2944.9109714], [3.401e-05, 1315.50372243], [3.351e-05, 37302.29782154], [3.335e-05, 200], [3.3e-05, 490.26954545], [3.232e-05, 1000], [3.21e-05, 206.54205607], [3.135e-05, 200], [3.109e-05, 2157.92730781], [3.102e-05, 276.58897485], [3.101e-05, 6449.5324089], [3.1e-05, 4838.70967742], [3.057e-05, 3000], [3e-05, 5974.04657332], [2.988e-05, 200], [2.9e-05, 47.08828008], [2.8e-05, 10], [2.798e-05, 153.01793504], [2.788e-05, 200], [2.731e-05, 170.01569022], [2.67e-05, 1964.05573033], [2.6e-05, 799], [2.588e-05, 200], [2.56e-05, 3906.25], [2.5e-05, 2022.94028799], [2.45e-05, 2040.81632653], [2.388e-05, 100], [2.351e-05, 10.01190476], [2.319e-05, 304], [2.288e-05, 50], [2.256e-05, 400], [2.2e-05, 700], [2.188e-05, 92.68738574], [2.1e-05, 4761.9047619], [2.068e-05, 202.08462282], [2.05e-05, 10], [2.001e-05, 200], [2e-05, 1100], [1.772e-05, 2000], [1.7e-05, 10.50294117], [1.688e-05, 100], [1.54e-05, 48.1471264], [1.53e-05, 100], [1.308e-05, 100], [1.23e-05, 100], [1.169e-05, 100], [1.03e-05, 300], [1e-05, 2511], [9.72e-06, 5000], [8.3e-06, 400], [8e-06, 179.380625], [7.77e-06, 5000], [7.54e-06, 150], [7.1e-06, 150], [7e-06, 21200], [6.7e-06, 300], [6.6e-06, 23000], [6.48e-06, 3000], [5.3e-06, 800], [4.44e-06, 15218.12463963]]}"
